RedFighter,BlueFighter,Winner,Date,Red_Striking_Score,Red_Grappling_Score,Red_Experience_Score,Red_Physicality_Score,Red_Age,Blue_Striking_Score,Blue_Grappling_Score,Blue_Experience_Score,Blue_Physicality_Score,Blue_Age,Experience_Difference,Striking_Difference,Grappling_Difference,Physicality_Difference,age_Difference
Jonathan Pearce,David Onama,0,2024-04-27,6.647555555555556,6.308833333333333,3.947368421052632,0.9739310161919437,32.0,7.834357142857143,1.2777142857142858,2.769230769230769,1.0548328729558696,30.0,1.1781376518218627,1.186801587301587,5.031119047619048,0.08090185676392592,2.0
Matheus Nicolau,Alex Perez,0,2024-04-27,7.4671818181818175,2.5404999999999998,4.958333333333334,0.5446578157882791,32.0,9.215833333333332,4.3454999999999995,6.35483870967742,0.5061962773267408,32.0,1.396505376344086,1.748651515151515,1.8049999999999997,0.038461538461538325,0.0
Ryan Spann,Bogdan Guskov,0,2024-04-27,6.1852307692307695,2.985653846153846,6.14,1.5442771382050449,33.0,16.290166666666664,0.08333333333333333,3.5647058823529414,1.35992700557905,32.0,2.5752941176470583,10.104935897435894,2.9023205128205127,0.18435013262599487,1.0
Austen Lane,Jhonata Diniz,0,2024-04-27,17.525166666666667,0.0,3.35,1.6773593480309406,37.0,9.286833333333332,0.1,1.4000000000000001,1.5834583498800718,33.0,1.95,8.238333333333335,0.1,0.09390099815086872,4.0
Tim Means,Uros Medic,0,2024-04-27,7.8120517241379295,1.556965517241379,9.934693877551021,1.2343371707697304,40.0,13.639999999999999,0.6793333333333335,2.3636363636363638,1.0460082583028867,31.0,7.571057513914658,5.827948275862069,0.8776321839080455,0.1883289124668437,9.0
Rani Yahya,Victor Henry,0,2024-04-27,2.912578947368421,4.910947368421052,8.14,0.5981372563848133,40.0,6.351,0.728,5.958620689655173,0.6710815534670416,37.0,2.181379310344828,3.438421052631579,4.182947368421052,0.07294429708222827,3.0
Austin Hubbard,Michal Figlak,1,2024-04-27,0.6280000000000002,1.741,4.739130434782609,0.9200165531874032,33.0,-0.008499999999999841,1.087,1.9777777777777779,0.8815550147258648,28.0,2.7613526570048315,0.6365000000000001,0.6540000000000001,0.038461538461538325,5.0
Don'Tale Mayes,Caio Machado,1,2024-04-27,6.731000000000001,0.9457500000000001,3.325,1.7383643157458941,33.0,1.5860000000000003,0.082,2.3454545454545457,1.5389962809849038,30.0,0.9795454545454545,5.1450000000000005,0.8637500000000001,0.1993680347609903,3.0
Marnic Mann,Ketlen Souza,0,2024-04-27,-0.3339999999999999,1.891,1.75,0.24578713290422619,31.0,-0.15150000000000002,0.16666666666666666,3.5529411764705885,0.3258249245415955,30.0,1.8029411764705885,0.18249999999999988,1.7243333333333333,0.08003779163736932,1.0
Ivana Petrovic,Liang Na,1,2024-04-27,0.10599999999999998,4.198833333333333,1.5714285714285716,0.7674694868758128,30.0,16.597666666666665,6.073333333333332,5.346153846153847,0.5486365956291284,28.0,3.774725274725275,16.491666666666664,1.8744999999999994,0.21883289124668448,2.0
Gabriel Benitez,Maheshate,0,2024-04-27,9.102833333333333,1.5530000000000002,6.93529411764706,0.8510510359460237,36.0,10.124,0.045000000000000005,2.5500000000000003,0.9889820704287823,25.0,4.38529411764706,1.0211666666666677,1.5080000000000002,0.13793103448275856,11.0
Alexandre Pantoja,Steve Erceg,1,2024-05-04,3.8285000000000005,2.9445,6.367741935483871,0.5486365956291284,34.0,10.7015,3.1265,2.583333333333334,0.6905464099527358,29.0,3.7844086021505374,6.872999999999999,0.18199999999999994,0.14190981432360739,5.0
Jose Aldo,Jonathan Martinez,1,2024-05-04,9.604409090909092,0.7619999999999999,7.95897435897436,0.7480046303901187,38.0,7.449666666666667,0.6704999999999999,4.765217391304349,0.7824873890108082,30.0,3.1937569676700113,2.154742424242425,0.09150000000000003,0.0344827586206895,8.0
Anthony Smith,Vitor Petrino,1,2024-05-04,10.704166666666667,1.3620833333333333,11.134545454545455,1.3944097641997395,36.0,5.5305,5.423,2.2,1.3639057854198993,27.0,8.934545454545454,5.1736666666666675,4.0609166666666665,0.030503978779840235,9.0
Michel Pereira,Ihor Potieria,1,2024-05-04,7.1545000000000005,2.3781666666666665,8.145,1.1454747644793777,31.0,14.872714285714284,0.09271428571428571,4.958333333333334,1.3214654671175117,28.0,3.1866666666666656,7.718214285714284,2.285452380952381,0.175990702638134,3.0
Paul Craig,Caio Borralho,0,2024-05-04,10.057722222222223,3.541111111111111,5.136,1.3298248971053725,37.0,4.162928571428571,2.8472142857142857,3.3875,1.1189495655403863,32.0,1.7485,5.894793650793652,0.6938968253968252,0.21087533156498628,5.0
Jack Shore,Joanderson Brito,0,2024-05-04,0.8314999999999999,4.39788888888889,3.7888888888888888,0.8209489274723465,30.0,7.752357142857142,4.433928571428571,4.16,0.8744615201707234,30.0,0.3711111111111114,6.920857142857142,0.03603968253968137,0.05351259269837694,0.0
Karolina Kowalkiewicz,Iasmin Lucindo,0,2024-05-04,2.210888888888889,0.7146666666666667,4.739130434782609,0.3492354087662952,39.0,0.5265000000000002,2.945,4.15,0.42615848568937187,23.0,0.589130434782609,1.6843888888888887,2.2303333333333333,0.07692307692307665,16.0
Elves Brener,Myktybek Orolbai,0,2024-05-04,15.576999999999998,1.0450000000000002,3.9684210526315793,0.9584780916489415,27.0,0.14150000000000001,13.198333333333334,2.9714285714285715,1.0579445978254332,27.0,0.9969924812030078,15.435499999999998,12.153333333333334,0.09946650617649166,0.0
Joaquim Silva,Drakkar Klose,0,2024-05-04,14.025363636363634,1.304,3.7444444444444445,0.7741279590229466,36.0,5.7605,1.918,3.5647058823529414,0.8470722561051749,36.0,0.17973856209150307,8.264863636363634,0.6139999999999999,0.07294429708222827,0.0
Mauricio Ruffy,Jamie Mullarkey,1,2024-05-04,13.28,0.1,2.18,1.1308888949076612,28.0,11.992136363636362,2.6870000000000003,4.747826086956522,1.1043666858133978,30.0,2.5678260869565217,1.287863636363637,2.587,0.026522209094263394,2.0
Dione Barbosa,Ernesta Kareckaite,1,2024-05-04,0.31899999999999995,13.22,1.75,0.5446578157882791,32.0,1.5405,1.175,1.366666666666667,0.8404137839580407,26.0,0.3833333333333331,1.2215,12.045,0.2957559681697616,6.0
Ismael Bonfim,Vinc Pichel,1,2024-05-04,9.389833333333332,1.3163333333333334,4.765217391304349,0.8510510359460237,29.0,2.968727272727273,3.3494545454545457,3.5647058823529414,0.9584780916489415,42.0,1.2005115089514073,6.421106060606059,2.0331212121212126,0.10742705570291777,13.0
Alessandro Costa,Kevin Borjas,1,2024-05-04,19.322000000000003,0.42400000000000004,3.5529411764705885,0.5141538370084389,29.0,13.011,0.05600000000000001,2.3636363636363638,0.5870981340906667,27.0,1.1893048128342247,6.3110000000000035,0.36800000000000005,0.07294429708222783,2.0
Derrick Lewis,Rodrigo Nascimento,1,2024-05-11,17.63687931034483,0.639241379310345,7.93846153846154,1.557992962960748,40.0,6.773999999999999,2.05775,2.583333333333334,1.5409201581311287,32.0,5.355128205128206,10.862879310344832,1.4185086206896549,0.01707280482961937,8.0
Joaquin Buckley,Nursulton Ruziboev,1,2024-05-11,9.55107142857143,1.629,4.747826086956522,1.1348676747485098,30.0,17.677666666666667,11.84,9.155555555555555,1.3987904143467522,31.0,4.407729468599033,8.126595238095238,10.211,0.2639227395982424,1.0
Diego Ferreira,Mateusz Rebecki,1,2024-05-11,12.476666666666667,1.5393333333333334,4.756521739130435,1.0009184099513286,40.0,11.2265,5.983999999999999,3.9894736842105267,0.6242605850176417,32.0,0.7670480549199086,1.2501666666666669,4.444666666666666,0.37665782493368694,8.0
Alex Caceres,Sean Woodson,0,2024-05-11,2.519137931034483,1.5035862068965518,7.12,0.9818885758736412,36.0,4.501428571428572,1.4487142857142856,2.566666666666667,1.3121273026640923,32.0,4.553333333333333,1.9822906403940888,0.05487192118226614,0.3302387267904511,4.0
Alonzo Menifield,Carlos Ulberg,0,2024-05-11,12.221961538461539,1.0592307692307692,3.7555555555555555,1.256478729716981,37.0,13.98,1.46875,2.381818181818182,1.4328713026612783,34.0,1.3737373737373737,1.7580384615384617,0.4095192307692308,0.17639257294429722,3.0
Terrance McKinney,Esteban Ribovics,0,2024-05-11,17.575166666666664,4.742333333333333,4.342857142857143,0.9969396301104798,30.0,7.462000000000001,1.609,2.7846153846153845,0.8430934762643261,28.0,1.558241758241759,10.113166666666665,3.133333333333333,0.15384615384615374,2.0
JJ Aldrich,Veronica Hardy,0,2024-05-11,3.8483333333333336,0.8301666666666666,3.936842105263158,0.5486365956291284,32.0,0.36150000000000004,1.7885,2.723076923076923,0.39876922162382344,29.0,1.213765182186235,3.4868333333333337,0.9583333333333334,0.14986737400530492,3.0
Charles Johnson,Jake Hadley,1,2024-05-11,5.7855,0.47300000000000003,3.936842105263158,0.8019522454965023,34.0,4.12442857142857,2.628214285714286,2.566666666666667,0.7329867282551232,28.0,1.3701754385964913,1.6610714285714296,2.155214285714286,0.06896551724137912,6.0
Chase Hooper,Viacheslav Borshchev,1,2024-05-11,8.3325,3.7830000000000004,3.5529411764705885,1.1388494444340873,25.0,9.377833333333333,0.07766666666666666,2.3272727272727276,0.8775762348850157,33.0,1.2256684491978609,1.0453333333333337,3.705333333333334,0.2612732095490716,8.0
Edson Barboza,Lerone Murphy,0,2024-05-18,9.736166666666666,0.7466666666666666,7.137142857142857,1.093294411417408,39.0,7.879357142857143,2.305,2.9857142857142858,0.9474058172529513,33.0,4.151428571428571,1.856809523809523,1.5583333333333336,0.14588859416445665,6.0
Khaos Williams,Carlston Harris,1,2024-05-18,7.926857142857143,0.08000000000000002,3.5647058823529414,1.2422947304514278,30.0,13.044,2.9901666666666666,4.958333333333334,1.203833191989889,37.0,1.3936274509803925,5.117142857142857,2.9101666666666666,0.03846153846153877,7.0
Themba Gorimbo,Ramiz Brahimaj,1,2024-05-18,4.541166666666666,3.6943333333333337,3.1466666666666665,1.2767774890721175,34.0,4.329166666666666,4.540333333333333,2.942857142857143,0.9810215209023562,32.0,0.20380952380952344,0.21200000000000063,0.8459999999999992,0.29575596816976135,2.0
Adrian Yanez,Vinicius Salvador,1,2024-05-18,16.4665,0.1,4.352380952380953,0.7480046303901187,31.0,8.943333333333332,0.48250000000000004,4.14,0.7329867282551232,28.0,0.21238095238095323,7.523166666666668,0.38250000000000006,0.015017902134995431,3.0
Luana Pinheiro,Angela Hill,0,2024-05-18,4.657166666666666,2.827666666666666,2.769230769230769,0.23782957322252818,32.0,2.733576923076923,0.9848461538461539,5.910344827586208,0.3492354087662952,40.0,3.1411140583554387,1.9235897435897429,1.8428205128205122,0.11140583554376704,8.0
Victor Martinez,Tom Nolan,0,2024-05-18,26.226,1.015,3.7444444444444445,0.8125894974844854,33.0,18.982166666666664,0.0,1.4000000000000001,1.169353423213928,24.0,2.344444444444444,7.243833333333335,1.015,0.3567639257294426,9.0
Oumar Sy,Tuco Tokkos,1,2024-05-18,0.0,0.125,1.4000000000000001,1.250814672551927,41.277864992150704,0.20800000000000018,4.199999999999999,2.14,1.3559482257382012,34.0,0.74,0.20800000000000018,4.074999999999999,0.10513355318627426,7.277864992150704
Tamires Vidal,Melissa Gatto,0,2024-05-18,13.079999999999998,0.9025000000000001,1.9555555555555557,0.6365987948463516,26.0,10.7025,1.5745,2.5333333333333337,0.625559672552205,28.0,0.577777777777778,2.3774999999999977,0.6719999999999999,0.011039122294146608,2.0
Abus Magomedov,Warlley Alves,1,2024-05-18,10.2935,0.835,6.55625,1.3722652154077601,34.0,6.602,2.4675000000000002,4.536363636363637,1.0380477087764604,34.0,2.0198863636363633,3.6914999999999996,1.6325000000000003,0.3342175066312998,0.0
Piera Rodriguez,Ariane Carnelossi,0,2024-05-18,0.5954999999999999,3.5,2.18,0.3107738703047569,32.0,5.1965,2.0604999999999998,3.5647058823529414,0.19936803476098985,32.0,1.3847058823529412,4.601000000000001,1.4395000000000002,0.11140583554376704,0.0
Alatengheili,Kleydson Rodrigues,1,2024-05-18,6.3685,1.9520000000000002,5.518518518518519,0.5251929593025849,33.0,7.403500000000001,1.813,2.3454545454545457,0.5636544977641237,29.0,3.1730639730639734,1.035000000000001,0.13900000000000023,0.03846153846153877,4.0
Vanessa Demopoulos,Emily Ducote,1,2024-05-18,0.25150000000000006,1.302,3.1333333333333333,0.1224449578379132,36.0,0.7155,0.36300000000000004,4.323809523809524,0.27629111168406695,31.0,1.1904761904761911,0.46399999999999997,0.9390000000000001,0.15384615384615374,5.0
Islam Makhachev,Dustin Poirier,1,2024-06-01,6.886,4.44375,5.392307692307693,0.8815550147258648,33.0,10.073666666666666,2.743666666666667,7.556756756756757,0.9239953330282515,36.0,2.164449064449064,3.187666666666666,1.7000833333333327,0.042440318302386704,3.0
Sean Strickland,Paulo Costa,1,2024-06-01,6.6773181818181815,1.3,6.76969696969697,1.260859379863993,33.0,10.8585,0.7215,3.375,1.1070132260178394,33.0,3.3946969696969704,4.181181818181818,0.5785,0.15384615384615374,0.0
Kevin Holland,Michal Oleksiejczuk,1,2024-06-01,4.198090909090909,1.4581818181818182,7.142857142857143,1.4995891601596507,32.0,11.561785714285714,0.9454285714285715,5.152,1.149453544320227,29.0,1.990857142857143,7.363694805194805,0.5127532467532467,0.35013561583942376,3.0
Niko Price,Alex Morono,1,2024-06-01,14.743500000000001,1.540875,4.536363636363637,1.203833191989889,35.0,3.179452380952381,0.7468095238095238,6.54375,1.0155042795230458,34.0,2.007386363636363,11.56404761904762,0.7940654761904762,0.18832891246684325,1.0
Randy Brown,Elizeu Zaleski dos Santos,1,2024-06-01,7.349447368421052,1.4851315789473685,4.554545454545455,1.3842045447750353,34.0,8.492307692307692,0.9367307692307694,6.550000000000001,1.053965817984584,38.0,1.995454545454546,1.14286032388664,0.5484008097165991,0.3302387267904512,4.0
Cesar Almeida,Roman Kopylov,0,2024-06-01,9.429333333333332,0.06999999999999999,1.0,1.1839363029409165,36.0,13.2595,0.6994999999999999,2.9714285714285715,1.1879150827817653,33.0,1.9714285714285715,3.830166666666667,0.6295,0.003978779840848823,3.0
Jailton Almeida,Alexandr Romanov,1,2024-06-01,10.1845,7.8225,4.581818181818182,1.4753116209636654,33.0,5.864,5.371,3.978947368421053,1.372680891761641,34.0,0.602870813397129,4.3205,2.4514999999999993,0.10263072920202432,1.0
Grant Dawson,Joe Solecki,1,2024-06-01,5.116954545454546,5.364909090909091,4.773913043478261,0.9584780916489415,30.0,0.5129999999999999,4.36875,3.5529411764705885,0.8470722561051749,31.0,1.2209718670076728,4.603954545454546,0.9961590909090905,0.1114058355437666,1.0
Phil Rowe,Jake Matthews,0,2024-06-01,15.522000000000002,1.3689999999999998,2.942857142857143,1.461127621698112,34.0,3.121,2.3995,5.346153846153847,1.053965817984584,30.0,2.4032967032967036,12.401000000000002,1.0305000000000004,0.40716180371352784,4.0
Mickey Gall,Bassil Hafez,0,2024-06-01,6.032230769230769,3.287153846153846,2.516666666666667,1.195875632308192,33.0,8.144833333333333,3.0725,2.723076923076923,1.0155042795230458,33.0,0.20641025641025612,2.1126025641025636,0.2146538461538463,0.18037135278514627,0.0
Ailin Perez,Joselyne Edwards,1,2024-06-01,0.7585,5.14,2.3636363636363638,0.5251929593025849,30.0,0.8525,1.4447500000000002,3.7444444444444445,0.7824873890108082,29.0,1.3808080808080807,0.09400000000000008,3.6952499999999997,0.25729442970822325,1.0
Mitch Raposo,Andre Lima,0,2024-06-01,0.2995,3.769,1.366666666666667,0.43325198024451295,26.0,0.9995000000000003,1.25,1.6,0.6176021128705078,26.0,0.23333333333333317,0.7000000000000003,2.519,0.18435013262599487,0.0
Jared Cannonier,Nassourdine Imavov,0,2024-06-08,13.243,0.5660000000000001,4.747826086956522,1.2303554010841529,40.0,9.099833333333333,2.9085,3.35,1.2913633586438342,29.0,1.3978260869565218,4.1431666666666676,2.3425000000000002,0.06100795755968136,11.0
Dominick Reyes,Dustin Jacoby,1,2024-06-08,12.157636363636364,0.9047272727272727,3.35,1.4328713026612783,35.0,8.634807692307692,0.5167307692307692,5.540740740740741,1.35992700557905,36.0,2.190740740740741,3.5228286713286714,0.3879965034965035,0.07294429708222827,1.0
Raul Rosas Jr.,Ricky Turcios,1,2024-06-08,5.2490000000000006,5.5195,1.9777777777777779,0.7015855322468822,20.0,0.8715,1.345,3.3625000000000003,0.855431686093036,31.0,1.3847222222222224,4.3775,4.1745,0.15384615384615374,11.0
Brunno Ferreira,Dustin Stoltzfus,1,2024-06-08,20.840999999999998,0.1,2.381818181818182,1.0035649501557709,32.0,9.914000000000001,3.2997499999999995,4.15,1.1879150827817653,33.0,1.7681818181818185,10.926999999999996,3.1997499999999994,0.18435013262599442,1.0
Miguel Baeza,Punahele Soriano,0,2024-06-08,14.918214285714285,2.382,2.753846153846154,1.195875632308192,32.0,9.844500000000002,0.9142500000000001,2.7384615384615385,1.0380477087764604,32.0,0.01538461538461533,5.073714285714283,1.46775,0.1578279235317317,0.0
Charles Radtke,Carlos Prates,0,2024-06-08,19.064500000000002,1.124,2.3454545454545457,0.9465387622816662,34.0,25.8455,0.0,4.747826086956522,1.3152390275336558,31.0,2.402371541501976,6.780999999999999,1.124,0.3687002652519896,3.0
Brad Katona,Jesse Butler,1,2024-06-08,0.6915,1.08,3.5764705882352943,0.4827526410001978,33.0,12.066,0.0,3.5411764705882356,0.9818885758736412,32.0,0.0352941176470587,11.374500000000001,1.08,0.4991359348734434,1.0
Andrea Lee,Montana De La Rosa,0,2024-06-08,0.8625000000000002,2.5795,4.323809523809524,0.6600424311728945,36.0,2.604227272727273,2.7114090909090907,4.50909090909091,0.6560636513320461,29.0,0.18528138528138527,1.7417272727272728,0.13190909090909075,0.003978779840848379,7.0
John Castaneda,Daniel Marcos,0,2024-06-08,4.204428571428571,2.2822142857142858,5.555555555555556,0.751983410230967,33.0,9.193833333333332,0.5640000000000001,3.2,0.7095430919285799,31.0,2.355555555555556,4.989404761904761,1.7182142857142857,0.04244031830238715,2.0
Eduarda Moura,Denise Gomes,0,2024-06-08,9.922333333333333,6.79,2.2,0.5296067615514405,30.0,9.156333333333333,2.0265,2.3454545454545457,0.27629111168406695,25.0,0.1454545454545455,0.766,4.7635000000000005,0.25331564986737354,5.0
Cody Stamann,Taylor Lapilus,0,2024-06-08,2.525714285714286,2.5280714285714283,5.750000000000001,0.4827526410001978,35.0,0.8915,1.091,4.572727272727273,0.8289064871540437,32.0,1.1772727272727277,1.6342142857142858,1.4370714285714283,0.34615384615384587,3.0
Thiago Moises,Ludovit Klein,0,2024-06-08,5.8857307692307685,3.0229230769230773,4.941666666666667,0.8470722561051749,29.0,3.3082777777777777,1.6982777777777776,5.16,0.8550298157868725,29.0,0.21833333333333282,2.577452991452991,1.3246452991452997,0.007957559681697646,0.0
Brady Hiestand,Garrett Armfield,1,2024-06-15,6.6185,4.533499999999999,2.16,0.8209489274723465,25.0,5.968,0.17500000000000002,2.5500000000000003,0.7135218717694287,28.0,0.3900000000000001,0.6505000000000001,4.358499999999999,0.10742705570291777,3.0
Douglas Silva de Andrade,Miles Johns,0,2024-06-15,4.3256538461538465,0.9874615384615385,6.970588235294119,0.6710815534670416,39.0,6.913,1.17775,3.375,0.5941584765439645,30.0,3.5955882352941186,2.5873461538461537,0.19028846153846157,0.0769230769230771,9.0
Alex Perez,Tatsuro Taira,0,2024-06-15,9.215833333333332,4.3454999999999995,6.35483870967742,0.5061962773267408,32.0,4.398428571428571,5.402928571428571,3.0000000000000004,0.7329867282551232,25.0,3.3548387096774195,4.817404761904761,1.0574285714285718,0.22679045092838246,7.0
Jimmy Flick,Nate Maness,0,2024-06-15,9.897,6.1505,4.739130434782609,0.6560636513320461,34.0,7.237857142857143,1.3962142857142859,3.7666666666666666,0.9133580810402689,33.0,0.9724637681159427,2.6591428571428573,4.7542857142857144,0.2572944297082228,1.0
Carli Judice,Gabriella Fernandes,0,2024-06-15,1.1544999999999999,0.05,0.9500000000000001,0.6560636513320461,25.0,0.16699999999999993,0.1235,2.3454545454545457,0.5446578157882791,31.0,1.3954545454545455,0.9874999999999999,0.0735,0.11140583554376704,6.0
Jeka Saragih,Westin Wilson,0,2024-06-15,17.090666666666667,3.2693333333333334,3.5647058823529414,0.759076904786108,30.0,16.012166666666662,10.383333333333335,4.9333333333333345,1.0853368517357098,36.0,1.368627450980393,1.0785000000000053,7.114000000000001,0.3262599469496018,6.0
Melquizael Costa,Shayilan Nuerdanbieke,1,2024-06-15,7.334,2.6925000000000003,5.353846153846154,0.9200165531874032,28.0,8.62733333333333,3.0311666666666666,10.156,0.759076904786108,30.0,4.802153846153846,1.2933333333333312,0.3386666666666662,0.16093964840129515,2.0
Josefine Knutsson,Julia Polastri,1,2024-06-15,0.933,2.878,1.6,0.19538925492014148,29.0,0.9780000000000001,1.412,3.16,0.27629111168406695,26.0,1.56,0.04500000000000004,1.4660000000000002,0.08090185676392547,3.0
Josh Quinlan,Adam Fugitt,0,2024-06-15,12.6815,0.9179999999999999,1.5714285714285716,1.0499870381437353,32.0,12.9855,3.592,2.7384615384615385,1.2767774890721175,36.0,1.1670329670329669,0.30400000000000027,2.6740000000000004,0.22679045092838224,4.0
Robert Whittaker,Ikram Aliskerov,1,2024-06-22,10.565608695652175,1.0013695652173913,6.55625,1.1109920058586882,34.0,26.171499999999998,4.6795,3.3875,1.2263766212433036,32.0,3.16875,15.605891304347823,3.6781304347826085,0.11538461538461542,2.0
Sergei Pavlovich,Alexander Volkov,0,2024-06-22,23.76172222222222,0.07500000000000001,4.18,1.7457919694177577,32.0,8.8325,0.8887499999999999,9.557446808510639,1.7193676337700494,36.0,5.377446808510639,14.929222222222222,0.81375,0.026424335647708297,4.0
Kelvin Gastelum,Daniel Rodriguez,1,2024-06-22,2.844727272727273,1.2208181818181818,5.533333333333334,0.9080772238201279,33.0,7.4670000000000005,0.8996666666666666,4.361904761904762,1.161392873687502,38.0,1.1714285714285717,4.622272727272728,0.3211515151515152,0.2533156498673742,5.0
Shara Magomedov,Antonio Trocoli,1,2024-06-22,13.921,0.056999999999999995,2.6000000000000005,1.1799575231000676,30.0,12.313,7.975,3.16,1.6596617535896603,34.0,0.5599999999999996,1.6079999999999988,7.917999999999999,0.47970423048959265,4.0
Johnny Walker,Volkan Oezdemir,0,2024-06-22,16.135615384615384,1.7262307692307692,5.750000000000001,1.6941445122103498,32.0,10.736,0.8328333333333333,5.346153846153847,1.2869827084968222,35.0,0.4038461538461542,5.399615384615384,0.8933974358974359,0.4071618037135276,3.0
Nasrat Haqparast,Jared Gordon,1,2024-06-22,6.59673076923077,0.428,4.15,0.9584780916489415,29.0,9.96557142857143,2.0898571428571424,5.353846153846154,0.7701491791820978,36.0,1.203846153846154,3.36884065934066,1.6618571428571425,0.1883289124668437,7.0
Rinat Fakhretdinov,Nicolas Dalby,1,2024-06-22,0.8785000000000001,4.768999999999999,4.782608695652175,1.1269101150668124,33.0,2.740333333333333,1.3358333333333334,5.764285714285715,1.0924273564461229,40.0,0.9816770186335404,1.861833333333333,3.433166666666666,0.0344827586206895,7.0
Kyung Ho Kang,Muin Gafurov,0,2024-06-22,0.5165,2.900423076923077,5.931034482758621,0.9323547630161126,37.0,0.4564999999999999,2.5843333333333334,4.950000000000001,0.6710815534670416,28.0,0.9810344827586199,0.06000000000000005,0.31608974358974384,0.2612732095490711,9.0
Magomed Gadzhiyasulov,Brendson Ribeiro,1,2024-06-22,1.179,6.2275,1.8,1.2869827084968222,31.0,9.842833333333333,0.0,4.15,1.5522346978867425,28.0,2.3500000000000005,8.663833333333333,6.2275,0.26525198938992034,3.0
Xiao Long,ChangHo Lee,0,2024-06-22,13.438,0.7855000000000001,6.757575757575758,0.7824873890108082,26.0,1.1289999999999998,4.3775,2.18,0.7440258505492694,30.0,4.577575757575758,12.309000000000001,3.5920000000000005,0.03846153846153877,4.0
Dan Ige,Diego Lopes,0,2024-06-29,4.752666666666666,1.480888888888889,4.941666666666667,0.8015172230884955,33.0,8.375833333333333,5.383666666666667,5.958620689655173,0.9779097960327925,30.0,1.0169540229885055,3.623166666666666,3.9027777777777777,0.176392572944297,3.0
Anthony Smith,Roman Dolidze,0,2024-06-29,10.704166666666667,1.3620833333333333,11.134545454545455,1.3944097641997395,36.0,9.564909090909092,3.5279999999999996,2.9714285714285715,1.295342138484683,36.0,8.163116883116883,1.1392575757575756,2.165916666666666,0.09906762571505645,0.0
Mayra Bueno Silva,Macy Chiasson,0,2024-06-29,0.527,2.1763333333333335,2.753846153846154,0.5596757179232745,33.0,7.493681818181818,2.6531818181818183,2.5500000000000003,0.9628587417959538,33.0,0.20384615384615357,6.966681818181818,0.47684848484848485,0.40318302387267924,0.0
Joe Pyfer,Marc-Andre Barriault,1,2024-06-29,15.7315,4.9944999999999995,2.9714285714285715,1.2568806000231447,28.0,9.806571428571429,0.4802142857142857,4.545454545454546,1.1839363029409165,34.0,1.5740259740259743,5.9249285714285715,4.514285714285714,0.07294429708222827,6.0
Alex Pereira,Jiri Prochazka,1,2024-06-29,20.901500000000002,0.81,2.3636363636363638,1.509794379584355,37.0,17.388666666666662,1.0946666666666667,6.970588235294119,1.5137731594252037,32.0,4.606951871657754,3.51283333333334,0.2846666666666666,0.003978779840848823,5.0
Charles Jourdain,Jean Silva,0,2024-06-29,4.552428571428571,0.7424285714285714,4.536363636363637,0.7935596634067975,29.0,17.585666666666665,1.1495000000000002,2.769230769230769,0.7245941461654184,28.0,1.7671328671328679,13.033238095238094,0.40707142857142875,0.06896551724137912,1.0
Charles Jourdain,Jean Silva,0,2024-06-29,4.552428571428571,0.7424285714285714,4.536363636363637,0.7935596634067975,29.0,16.531666666666666,0.0,6.911764705882353,0.8114502521320399,47.0,1.7671328671328679,13.033238095238094,0.40707142857142875,0.06896551724137912,1.0
Payton Talbott,Yanis Ghemmouri,1,2024-06-29,18.042166666666663,0.7713333333333333,1.6,0.8514529062521876,26.0,25.0705,0.0,2.9714285714285715,0.7935596634067975,30.0,1.3714285714285714,7.028333333333336,0.7713333333333333,0.0578932428453901,4.0
Michelle Waterson-Gomez,Gillian Robertson,0,2024-06-29,6.6770000000000005,2.3005,6.12,0.2723123318432181,39.0,4.507666666666666,3.5756111111111113,4.12,0.379739387546136,29.0,2.0,2.1693333333333342,1.2751111111111113,0.10742705570291788,10.0
Andrei Arlovski,Martin Buday,0,2024-06-29,7.12198148148148,0.7385185185185185,11.321428571428573,1.4510009296658373,46.0,4.9481666666666655,0.8166666666666665,2.9857142857142858,1.5230781717767803,33.0,8.335714285714287,2.173814814814815,0.07814814814814808,0.07207724211094302,13.0
Rei Tsuruya,Carlos Hernandez,1,2024-06-29,0.6705000000000001,10.6755,1.8,0.6215808927113562,22.0,5.048166666666666,1.6706666666666667,2.3636363636363638,0.6520848714911974,31.0,0.5636363636363637,4.377666666666666,9.004833333333332,0.030503978779841234,9.0
Ricky Simon,Vinicius Oliveira,0,2024-06-29,6.218230769230769,6.40923076923077,4.966666666666668,0.67506033330789,32.0,14.732999999999999,0.1,4.572727272727273,0.8169701476314977,29.0,0.3939393939393945,8.514769230769229,6.30923076923077,0.14190981432360772,3.0
Cub Swanson,Andre Fili,0,2024-06-29,7.0375000000000005,1.6810833333333333,8.538095238095238,0.7975384432476468,41.0,8.443045454545453,2.682227272727273,6.5375000000000005,1.0548328729558696,34.0,2.0005952380952374,1.4055454545454529,1.0011439393939396,0.2572944297082228,7.0
Rose Namajunas,Tracy Cortez,1,2024-07-13,2.0340882352941176,2.295529411764706,3.7333333333333334,0.47171351870605127,32.0,0.8050000000000003,2.774,2.583333333333334,0.47171351870605127,31.0,1.1499999999999995,1.2290882352941175,0.478470588235294,0.0,1.0
